run_id,node_id,attempt_count,final_resolved,resolution_path
humantime_deepseek-v3_20251109_140004,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,1,True,rule
humantime_deepseek-v3_20251109_140004,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,3,True,rule
humantime_deepseek-v3_20251109_140004,<wrapper::Timestamp as std::ops::Deref>::deref,1,True,rule
humantime_deepseek-v3_20251109_140004,<wrapper::Timestamp as std::str::FromStr>::from_str,3,True,rule
humantime_deepseek-v3_20251109_140004,date::two_digits::two_digits_inner,6,True,full
humantime_deepseek-v3_20251109_140004,duration::Parser::<'a>::off,12,True,full
humantime_deepseek-v3_20251109_140004,duration::Parser::<'a>::parse,12,True,full
humantime_deepseek-v3_20251109_140004,duration::Parser::<'a>::parse_first_char,12,True,full
humantime_deepseek-v3_20251109_140004,duration::Parser::<'a>::parse_unit,12,True,full
humantime_deepseek-v3_20251109_140004,duration::item,6,True,full
humantime_deepseek-v3_20251109_140004,duration::item_plural,6,True,full
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,2,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,1,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Duration as std::ops::Deref>::deref,3,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Duration as std::str::FromStr>::from_str,2,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,2,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,3,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,<wrapper::Timestamp as std::str::FromStr>::from_str,2,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,date::Rfc3339Timestamp::get_ref,2,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,date::two_digits::two_digits_inner,6,True,full
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::FormattedDuration::get_ref,2,True,rule
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::Parser::<'a>::off,12,True,full
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::Parser::<'a>::parse,12,True,full
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::Parser::<'a>::parse_first_char,12,True,full
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::Parser::<'a>::parse_unit,12,True,full
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::item,6,False,unresolved
humantime_gemini-2.5-flash-nothinking_20251109_134926,duration::item_plural,6,False,unresolved
humantime_gemini-2.5-flash-thinking_20251109_141506,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,3,True,rule
humantime_gemini-2.5-flash-thinking_20251109_141506,<wrapper::Duration as std::str::FromStr>::from_str,3,True,rule
humantime_gemini-2.5-flash-thinking_20251109_141506,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,2,True,rule
humantime_gemini-2.5-flash-thinking_20251109_141506,<wrapper::Timestamp as std::ops::Deref>::deref,4,True,rule
humantime_gemini-2.5-flash-thinking_20251109_141506,<wrapper::Timestamp as std::str::FromStr>::from_str,3,True,rule
humantime_gemini-2.5-flash-thinking_20251109_141506,date::two_digits,1,True,full
humantime_gemini-2.5-flash-thinking_20251109_141506,date::two_digits::two_digits_inner,6,True,full
humantime_gemini-2.5-flash-thinking_20251109_141506,duration::Parser::<'a>::off,12,True,full
humantime_gemini-2.5-flash-thinking_20251109_141506,duration::Parser::<'a>::parse,12,True,full
humantime_gemini-2.5-flash-thinking_20251109_141506,duration::Parser::<'a>::parse_first_char,12,True,full
humantime_gemini-2.5-flash-thinking_20251109_141506,duration::Parser::<'a>::parse_unit,12,True,full
humantime_gpt-3.5-turbo_20251109_000031,<u64 as duration::OverflowOp>::add,3,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,4,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,3,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,6,True,full
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Duration as std::ops::Deref>::deref,6,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Duration as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,6,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,3,True,rule
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,1,False,unresolved
humantime_gpt-3.5-turbo_20251109_000031,<wrapper::Timestamp as std::ops::Deref>::deref,1,True,rule
humantime_gpt-3.5-turbo_20251109_000031,date::Rfc3339Timestamp::get_ref,3,True,full
humantime_gpt-3.5-turbo_20251109_000031,date::two_digits::two_digits_inner,6,True,full
humantime_gpt-3.5-turbo_20251109_000031,duration::FormattedDuration::get_ref,3,True,full
humantime_gpt-3.5-turbo_20251109_000031,duration::Parser::<'a>::off,12,True,full
humantime_gpt-3.5-turbo_20251109_000031,duration::Parser::<'a>::parse,12,True,full
humantime_gpt-3.5-turbo_20251109_000031,duration::Parser::<'a>::parse_first_char,12,True,full
humantime_gpt-3.5-turbo_20251109_000031,duration::Parser::<'a>::parse_unit,12,True,rule
humantime_gpt-3.5-turbo_20251109_000031,duration::item,6,False,unresolved
humantime_gpt-3.5-turbo_20251109_000031,duration::item_plural,6,True,full
humantime_gpt-3.5-turbo_20251109_000031,duration::parse_duration,6,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,4,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,3,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,6,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Duration as std::ops::Deref>::deref,4,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Duration as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,4,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,3,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,1,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Timestamp as std::ops::Deref>::deref,4,True,rule
humantime_gpt-4.1-mini_20251109_001052,<wrapper::Timestamp as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-4.1-mini_20251109_001052,date::Rfc3339Timestamp::get_ref,1,True,rule
humantime_gpt-4.1-mini_20251109_001052,date::two_digits::two_digits_inner,6,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::FormattedDuration::get_ref,1,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::Parser::<'a>::off,12,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::Parser::<'a>::parse,12,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::Parser::<'a>::parse_first_char,10,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::Parser::<'a>::parse_unit,12,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::item,6,True,full
humantime_gpt-4.1-mini_20251109_001052,duration::item_plural,6,True,full
humantime_gpt-4.1-nano_20251109_132117,<u64 as duration::OverflowOp>::add,1,True,rule
humantime_gpt-4.1-nano_20251109_132117,<u64 as duration::OverflowOp>::mul,3,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,5,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,3,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,6,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Duration as std::ops::Deref>::deref,5,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Duration as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,6,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,3,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,6,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Timestamp as std::ops::Deref>::deref,6,True,rule
humantime_gpt-4.1-nano_20251109_132117,<wrapper::Timestamp as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-4.1-nano_20251109_132117,date::Rfc3339Timestamp::get_ref,3,True,rule
humantime_gpt-4.1-nano_20251109_132117,date::format_rfc3339,4,True,rule
humantime_gpt-4.1-nano_20251109_132117,date::format_rfc3339_micros,2,True,rule
humantime_gpt-4.1-nano_20251109_132117,date::two_digits::two_digits_inner,6,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::FormattedDuration::get_ref,3,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::Parser::<'a>::off,12,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::Parser::<'a>::parse,12,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::Parser::<'a>::parse_first_char,12,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::Parser::<'a>::parse_unit,12,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::item,6,True,full
humantime_gpt-4.1-nano_20251109_132117,duration::item_plural,6,True,full
humantime_gpt-4o-mini_20251108_234236,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,6,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,3,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,6,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Duration as std::ops::Deref>::deref,4,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Duration as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,6,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,3,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,6,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Timestamp as std::ops::Deref>::deref,6,True,rule
humantime_gpt-4o-mini_20251108_234236,<wrapper::Timestamp as std::str::FromStr>::from_str,2,True,rule
humantime_gpt-4o-mini_20251108_234236,date::two_digits,4,True,full
humantime_gpt-4o-mini_20251108_234236,date::two_digits::two_digits_inner,6,True,full
humantime_gpt-4o-mini_20251108_234236,duration::Parser::<'a>::off,12,True,full
humantime_gpt-4o-mini_20251108_234236,duration::Parser::<'a>::parse,12,True,full
humantime_gpt-4o-mini_20251108_234236,duration::Parser::<'a>::parse_first_char,12,True,full
humantime_gpt-4o-mini_20251108_234236,duration::Parser::<'a>::parse_unit,12,True,full
humantime_gpt-4o-mini_20251108_234236,duration::item,6,False,unresolved
humantime_gpt-4o-mini_20251108_234236,duration::item_plural,6,False,unresolved
humantime_gpt-4o-mini_20251108_234236,duration::parse_duration,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Duration as std::convert::AsRef<std::time::Duration>>::as_ref,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Duration as std::convert::From<std::time::Duration>>::from,3,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Duration as std::convert::Into<std::time::Duration>>::into,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Duration as std::ops::Deref>::deref,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Duration as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Timestamp as std::convert::AsRef<std::time::SystemTime>>::as_ref,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Timestamp as std::convert::From<std::time::SystemTime>>::from,3,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Timestamp as std::convert::Into<std::time::SystemTime>>::into,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Timestamp as std::ops::Deref>::deref,6,True,rule
humantime_gpt-5-nano_20251109_004846,<wrapper::Timestamp as std::str::FromStr>::from_str,3,True,rule
humantime_gpt-5-nano_20251109_004846,date::Rfc3339Timestamp::get_ref,5,True,full
humantime_gpt-5-nano_20251109_004846,date::two_digits::two_digits_inner,6,True,full
humantime_gpt-5-nano_20251109_004846,duration::FormattedDuration::get_ref,9,True,rule
humantime_gpt-5-nano_20251109_004846,duration::Parser::<'a>::off,12,True,full
humantime_gpt-5-nano_20251109_004846,duration::Parser::<'a>::parse,12,True,full
humantime_gpt-5-nano_20251109_004846,duration::Parser::<'a>::parse_first_char,12,False,unresolved
humantime_gpt-5-nano_20251109_004846,duration::Parser::<'a>::parse_unit,12,False,unresolved
humantime_gpt-5-nano_20251109_004846,duration::item,6,True,rule
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for i128>::write,2,True,full
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for i32>::write,1,True,full
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for isize>::write,2,False,unresolved
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for u128>::write,1,True,full
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for u16>::write,1,True,full
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for u8>::write,2,True,full
itoa_gemini-2.5-flash-nothinking_20251127_010109,<impl private::Sealed for usize>::write,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<&T as Log>::enabled,1,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<&T as Log>::flush,1,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,<&T as Log>::log,2,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::clone::Clone>::clone,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::Ord>::cmp,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialEq<LevelFilter>>::eq,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialEq>::eq,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd<LevelFilter>>::ge,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd<LevelFilter>>::gt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd<LevelFilter>>::le,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd<LevelFilter>>::lt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd<LevelFilter>>::partial_cmp,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd>::ge,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd>::gt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd>::le,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd>::lt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::cmp::PartialOrd>::partial_cmp,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<Level as core::str::FromStr>::from_str,1,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::clone::Clone>::clone,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::Ord>::cmp,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialEq<Level>>::eq,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialEq>::eq,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd<Level>>::ge,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd<Level>>::gt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd<Level>>::le,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd<Level>>::lt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd<Level>>::partial_cmp,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd>::ge,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd>::gt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd>::le,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd>::lt,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::cmp::PartialOrd>::partial_cmp,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<LevelFilter as core::str::FromStr>::from_str,1,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,<NopLogger as Log>::enabled,2,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,<NopLogger as Log>::log,1,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,Level::to_level_filter,1,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,Metadata::<'a>::level,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,Metadata::<'a>::target,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,MetadataBuilder::<'a>::new,3,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::args,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::file,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::file_static,4,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::level,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::line,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::metadata,4,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::module_path,4,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::module_path_static,4,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,Record::<'a>::target,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::args,4,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::build,3,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::level,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::metadata,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::module_path,1,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::module_path_static,4,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,RecordBuilder::<'a>::target,1,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,__private_api_enabled,2,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,__private_api_log,2,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,eq_ignore_ascii_case::to_ascii_uppercase,2,True,full
log_gemini-2.5-flash-nothinking_20251127_025911,logger,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,set_logger,2,False,unresolved
log_gemini-2.5-flash-nothinking_20251127_025911,set_logger_inner,1,True,rule
log_gemini-2.5-flash-nothinking_20251127_025911,set_logger_racy,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<&'a event::events::Events as std::iter::IntoIterator>::into_iter,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<event::events::Iter<'a> as std::iter::Iterator>::count,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<event::events::Iter<'a> as std::iter::Iterator>::next,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<event::events::Iter<'a> as std::iter::Iterator>::size_hint,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<interest::Interest as std::ops::BitOr>::bitor,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<interest::Interest as std::ops::BitOrAssign>::bitor_assign,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<poll::Poll as std::os::fd::AsRawFd>::as_raw_fd,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<poll::Registry as std::os::fd::AsRawFd>::as_raw_fd,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<std::boxed::Box<T> as event::source::Source>::deregister,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<std::boxed::Box<T> as event::source::Source>::register,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<std::boxed::Box<T> as event::source::Source>::reregister,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,<sys::shell::selector::Selector as std::os::fd::AsRawFd>::as_raw_fd,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::from_sys_event_ref,3,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_aio,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_error,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_lio,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_priority,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_read_closed,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_readable,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_writable,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::is_write_closed,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::event::Event::token,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::events::Events::capacity,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::events::Events::clear,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::events::Events::is_empty,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::events::Events::iter,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::events::Events::sys,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,event::events::Events::with_capacity,3,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,interest::Interest::add,4,True,full
mio_gemini-2.5-flash-nothinking_20251127_012706,interest::Interest::is_lio,4,True,full
mio_gemini-2.5-flash-nothinking_20251127_012706,interest::Interest::is_readable,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Poll::poll,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Poll::registry,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Registry::deregister,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Registry::register,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Registry::register_waker,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Registry::reregister,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Registry::selector,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,poll::Registry::try_clone,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,sys::shell::selector::Selector::register_waker,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,sys::shell::selector::Selector::select,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,sys::shell::selector::Selector::try_clone,4,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,sys::shell::selector::event::debug_details,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,sys::shell::selector::event::is_aio,2,False,unresolved
mio_gemini-2.5-flash-nothinking_20251127_012706,sys::shell::selector::event::is_error,2,False,unresolved
