batch_id,run_id,final_status,normalized_status,final_stage,attempt_count,rule_duration_sec,full_duration_sec,final_pending,strict_success,normalized_success,strict_normalized_delta,frozen_status
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0052,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,19.831,25.351,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0053,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,19.282,28.002,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0054,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,18.512,19.683,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0055,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,9.052,19.951,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0056,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,7.983,22.137,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0057,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,8.587,30.474,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0058,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.566,23.464,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0059,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,12.691,23.105,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0060,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.762,22.774,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0061,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_rule,normalized_resolved,rule,1,8.455,,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0062,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_rule,normalized_resolved,rule,1,8.687,,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0063,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_rule,normalized_resolved,rule,1,9.295,,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0064,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.236,42.119,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0065,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.229,22.905,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0066,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.581,39.038,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0067,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.565,20.562,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0068,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.784,39.259,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0069,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.917,18.688,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0070,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.002,34.053,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0071,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.04,36.098,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0072,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.453,34.179,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0073,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.219,38.338,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0074,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.856,17.687,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0075,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.943,38.147,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0076,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.05,26.59,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0077,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.507,21.264,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0078,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.029,24.001,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0079,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.161,19.858,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0080,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.484,22.464,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0081,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.283,27.446,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0082,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.31,44.063,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0083,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.873,26.848,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0084,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.753,31.296,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0085,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.316,24.877,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0086,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.656,47.752,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0087,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.727,22.184,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0088,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.716,42.615,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0089,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.157,51.463,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0090,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,12.961,52.195,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0091,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.769,114.998,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0092,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.874,107.334,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0093,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.858,44.085,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0094,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,13.817,53.373,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0095,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.506,40.228,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0096,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.348,43.253,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0097,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,15.356,40.887,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0098,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.982,45.865,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0099,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,15.582,53.935,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0100,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,16.532,47.313,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0101,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.643,52.431,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0102,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,16.084,49.365,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0103,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,13.133,50.926,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0104,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.348,33.903,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0105,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,14.338,33.971,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0106,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,16.679,41.865,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0107,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,15.472,44.567,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0108,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,15.824,41.106,True,False,False,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0109,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.906,48.181,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0110,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,15.404,21.918,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0111,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.206,51.454,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0112,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,6.901,39.607,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0113,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,9.469,20.826,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0114,humantime_claude-3-5-haiku-20241022_20251109_133407,resolved_by_full,normalized_resolved,full,1,10.025,21.44,False,True,True,0,frozen_cleared
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0115,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.421,41.093,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0116,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.202,47.445,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0117,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.259,40.217,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0118,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,15.035,27.175,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0119,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,15.037,31.973,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0120,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.587,35.13,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0121,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.083,43.647,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0122,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.605,53.101,True,False,False,0,frozen_unresolved
humantime_claude-3-5-haiku-20241022_20251109_133407::batch_0123,humantime_claude-3-5-haiku-20241022_20251109_133407,unresolved_after_full,normalized_unresolved,full,1,14.994,42.887,True,False,False,0,frozen_unresolved
humantime_deepseek-v3_20251109_140004::batch_0001,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.813,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0002,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.043,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0003,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.365,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0004,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.666,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0005,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.248,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0006,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.866,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0007,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.965,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0008,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.379,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0009,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.197,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0010,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.842,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0011,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.616,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0012,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.314,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0013,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,10.333,,False,True,True,0,frozen_cleared
humantime_deepseek-v3_20251109_140004::batch_0014,humantime_deepseek-v3_20251109_140004,resolved_by_rule,normalized_resolved,rule,1,9.679,,False,True,True,0,frozen_cleared
